1.259696949273347855e-02,7.277735322713851929e-02,-5.732016265392303467e-02,-1.052155420184135437e-01,9.018961340188980103e-02,-5.003065243363380432e-02
9.598383307456970215e-02,1.088328212499618530e-01,-7.300522923469543457e-02,-1.497997790575027466e-01,1.422161161899566650e-01,-6.290700286626815796e-02
1.278483718633651733e-01,1.531918793916702271e-01,-1.040101423859596252e-01,-1.723114997148513794e-01,1.659538298845291138e-01,-8.482671529054641724e-02
1.506111323833465576e-01,1.590976566076278687e-01,-1.221867948770523071e-01,-1.867038905620574951e-01,1.591585129499435425e-01,-5.689655989408493042e-02
1.647549122571945190e-01,1.617141067981719971e-01,-9.736157208681106567e-02,-1.843220144510269165e-01,1.613996475934982300e-01,6.675454229116439819e-02
1.663919240236282349e-01,1.716076433658599854e-01,-1.080792397260665894e-01,-1.936546266078948975e-01,1.653122454881668091e-01,4.171597212553024292e-02
1.751596480607986450e-01,1.788036376237869263e-01,-1.029609292745590210e-01,-1.886969059705734253e-01,1.595781296491622925e-01,3.600631654262542725e-02
1.734303086996078491e-01,1.824876368045806885e-01,-1.049223020672798157e-01,-1.825512498617172241e-01,1.477863192558288574e-01,7.692424207925796509e-02
1.774759739637374878e-01,1.718260645866394043e-01,-1.067797020077705383e-01,-1.849232017993927002e-01,1.038761213421821594e-01,1.318998932838439941e-01
1.712309420108795166e-01,1.787726581096649170e-01,-1.125253513455390930e-01,-1.877018064260482788e-01,5.164907872676849365e-02,1.037057191133499146e-01
1.780307739973068237e-01,1.663486957550048828e-01,-1.122107580304145813e-01,-1.907655298709869385e-01,2.834599092602729797e-02,1.029028743505477905e-01
1.775364428758621216e-01,1.828791201114654541e-01,-1.103818789124488831e-01,-1.926477402448654175e-01,2.172284014523029327e-02,1.406958699226379395e-01
1.801724880933761597e-01,1.774238198995590210e-01,-1.122079491615295410e-01,-1.933351308107376099e-01,4.560724191833287477e-04,1.413354873657226562e-01
1.768345087766647339e-01,1.758464425802230835e-01,-1.090565770864486694e-01,-1.964043229818344116e-01,9.149294346570968628e-03,1.318956464529037476e-01
