1.499481320381164551e+00,-1.800789594650268555e+00,1.759129166603088379e+00,-1.252247571945190430e+00,-1.599785685539245605e+00,-2.723299530771328136e-06
1.499019384384155273e+00,-1.801570177078247070e+00,1.768237471580505371e+00,-1.254461884498596191e+00,-1.599501013755798340e+00,4.963116589351557195e-05
1.498713970184326172e+00,-1.802352070808410645e+00,1.777319312095642090e+00,-1.256584286689758301e+00,-1.599033355712890625e+00,2.526078606024384499e-04
1.498641729354858398e+00,-1.803158521652221680e+00,1.786364912986755371e+00,-1.258533716201782227e+00,-1.598300457000732422e+00,6.811530911363661289e-04
1.498860359191894531e+00,-1.804000973701477051e+00,1.795372962951660156e+00,-1.260284066200256348e+00,-1.597246646881103516e+00,1.392541220411658287e-03
1.499405980110168457e+00,-1.804894804954528809e+00,1.804324030876159668e+00,-1.261803388595581055e+00,-1.595838546752929688e+00,2.428318606689572334e-03
1.500300049781799316e+00,-1.805851936340332031e+00,1.813222885131835938e+00,-1.263104557991027832e+00,-1.594062685966491699e+00,3.816633485257625580e-03
1.501551151275634766e+00,-1.806879758834838867e+00,1.822060227394104004e+00,-1.264189600944519043e+00,-1.591922521591186523e+00,5.574017763137817383e-03
1.503159046173095703e+00,-1.807980775833129883e+00,1.830822706222534180e+00,-1.265079379081726074e+00,-1.589435935020446777e+00,7.707251235842704773e-03
1.505111694335937500e+00,-1.809159636497497559e+00,1.839502215385437012e+00,-1.265806078910827637e+00,-1.586631536483764648e+00,1.021477952599525452e-02
1.507391810417175293e+00,-1.810414791107177734e+00,1.848095297813415527e+00,-1.266415357589721680e+00,-1.583547115325927734e+00,1.308833248913288116e-02
1.509974002838134766e+00,-1.811746120452880859e+00,1.856592655181884766e+00,-1.266940832138061523e+00,-1.580226659774780273e+00,1.631398499011993408e-02
1.512830257415771484e+00,-1.813149213790893555e+00,1.864985466003417969e+00,-1.267420411109924316e+00,-1.576720595359802246e+00,1.987357623875141144e-02
1.515930533409118652e+00,-1.814616799354553223e+00,1.873265147209167480e+00,-1.267915844917297363e+00,-1.573082208633422852e+00,2.374544553458690643e-02
